,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
26,dhdftc,8108,0,0,0,0,0,0,0,0,0,0,0.0,0.0
27,nxoxoh,7433,0,0,0,0,0,0,0,0,0,0,0.0,0.0
28,szccoe,6819,0,0,0,0,0,0,0,0,0,0,0.0,0.0
29,arnnhe,6171,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,wziuyd,5442,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31,uzfbic,4945,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,vnqiby,4595,0,0,0,0,0,0,0,0,0,0,0.0,0.0
33,drexio,4044,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34,qbsznq,3731,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,vkgvey,3237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
36,kxyxyl,2968,0,0,0,0,0,0,0,0,0,0,0.0,0.0
37,zpdijs,2711,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,uiuxfs,2446,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,wsqifa,2143,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,vlsfbh,1926,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,lsvyns,1789,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,iakosb,1511,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,fxyizu,1421,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,smkwke,1241,0,0,0,0,0,0,0,0,0,0,0.0,0.0
45,ugkpwa,1054,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,jqlpmy,984,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,dktyui,870,0,0,0,0,0,0,0,0,0,0,0.0,0.0
48,mjvemv,798,0,0,0,0,0,0,0,0,0,0,0.0,0.0
49,rxhpxp,686,0,0,0,0,0,0,0,0,0,0,0.0,0.0
50,poomxe,577,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,qhiqsu,572,0,0,0,0,0,0,0,0,0,0,0.0,0.0
52,xccyza,506,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53,itfgcx,453,0,0,0,0,0,0,0,0,0,0,0.0,0.0
54,lmpstk,367,0,0,0,0,0,0,0,0,0,0,0.0,0.0
55,upwlwr,358,0,0,0,0,0,0,0,0,0,0,0.0,0.0
56,nnzfjr,292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,blmnzx,281,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,gmqtyu,226,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,qfheie,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
60,uojqcs,186,0,0,0,0,0,0,0,0,0,0,0.0,0.0
61,vhgshw,177,0,0,0,0,0,0,0,0,0,0,0.0,0.0
62,zbtsjd,148,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,obfluo,115,0,0,0,0,0,0,0,0,0,0,0.0,0.0
64,jarbdy,112,0,0,0,0,0,0,0,0,0,0,0.0,0.0
65,nilbty,102,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66,tnhova,90,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,jnivhu,83,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,fuszul,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0
69,gjodzn,63,0,0,0,0,0,0,0,0,0,0,0.0,0.0
70,fkdoen,50,0,0,0,0,0,0,0,0,0,0,0.0,0.0
71,nyeofz,44,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,tlchte,38,0,0,0,0,0,0,0,0,0,0,0.0,0.0
73,evyzcf,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74,rgpson,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0
75,yakcly,26,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,bblnmk,26,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77,rvwhyl,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,ouwtfg,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0
79,psdkba,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0
80,lraabn,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,crztjp,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,ejtzim,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,aptock,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0
84,hwuonr,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85,boiegl,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
86,rdnqpl,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87,qkxydd,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
88,anshuy,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
89,vjrnnv,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90,ejglwu,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
91,ackngf,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
92,glcbog,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
93,myadvz,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
94,pcjisr,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
95,lpecyo,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
