,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
107,thosee,8750,0,0,0,0,0,0,0,0,0,0,0.0,0.0
108,americ,8744,0,0,0,0,0,0,0,0,0,0,0.0,0.0
109,little,8553,0,0,0,0,0,0,0,0,0,0,0.0,0.0
110,howwww,8538,0,0,0,0,0,0,0,0,0,0,0.0,0.0
111,genera,8209,0,0,0,0,0,0,0,0,0,0,0.0,0.0
112,gooddd,8109,0,0,0,0,0,0,0,0,0,0,0.0,0.0
113,makeee,8076,0,0,0,0,0,0,0,0,0,0,0.0,0.0
114,statee,8058,0,0,0,0,0,0,0,0,0,0,0.0,0.0
115,stilll,8042,0,0,0,0,0,0,0,0,0,0,0.0,0.0
116,seeeee,8025,0,0,0,0,0,0,0,0,0,0,0.0,0.0
117,veryyy,8012,0,0,0,0,0,0,0,0,0,0,0.0,0.0
118,workkk,7978,0,0,0,0,0,0,0,0,0,0,0.0,0.0
119,ownnnn,7956,0,0,0,0,0,0,0,0,0,0,0.0,0.0
120,worldd,7946,0,0,0,0,0,0,0,0,0,0,0.0,0.0
121,mennnn,7896,0,0,0,0,0,0,0,0,0,0,0.0,0.0
122,longgg,7779,0,0,0,0,0,0,0,0,0,0,0.0,0.0
123,bothhh,7670,0,0,0,0,0,0,0,0,0,0,0.0,0.0
124,getttt,7650,0,0,0,0,0,0,0,0,0,0,0.0,0.0
125,nation,7648,0,0,0,0,0,0,0,0,0,0,0.0,0.0
126,hereee,7622,0,0,0,0,0,0,0,0,0,0,0.0,0.0
127,school,7503,0,0,0,0,0,0,0,0,0,0,0.0,0.0
128,underr,7398,0,0,0,0,0,0,0,0,0,0,0.0,0.0
129,betwee,7306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
130,lifeee,7244,0,0,0,0,0,0,0,0,0,0,0.0,0.0
131,develo,7170,0,0,0,0,0,0,0,0,0,0,0.0,0.0
132,beingg,7121,0,0,0,0,0,0,0,0,0,0,0.0,0.0
133,neverr,7095,0,0,0,0,0,0,0,0,0,0,0.0,0.0
134,dayyyy,7007,0,0,0,0,0,0,0,0,0,0,0.0,0.0
135,anothe,7003,0,0,0,0,0,0,0,0,0,0,0.0,0.0
136,sameee,7002,0,0,0,0,0,0,0,0,0,0,0.0,0.0
137,lasttt,6987,0,0,0,0,0,0,0,0,0,0,0.0,0.0
138,knowww,6960,0,0,0,0,0,0,0,0,0,0,0.0,0.0
139,direct,6952,0,0,0,0,0,0,0,0,0,0,0.0,0.0
140,oldddd,6904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
141,person,6872,0,0,0,0,0,0,0,0,0,0,0.0,0.0
142,whilee,6809,0,0,0,0,0,0,0,0,0,0,0.0,0.0
143,usssss,6809,0,0,0,0,0,0,0,0,0,0,0.0,0.0
144,presen,6778,0,0,0,0,0,0,0,0,0,0,0.0,0.0
145,mightt,6760,0,0,0,0,0,0,0,0,0,0,0.0,0.0
146,greatt,6707,0,0,0,0,0,0,0,0,0,0,0.0,0.0
147,yearrr,6678,0,0,0,0,0,0,0,0,0,0,0.0,0.0
148,comeee,6574,0,0,0,0,0,0,0,0,0,0,0.0,0.0
149,govern,6567,0,0,0,0,0,0,0,0,0,0,0.0,0.0
150,produc,6560,0,0,0,0,0,0,0,0,0,0,0.0,0.0
151,differ,6530,0,0,0,0,0,0,0,0,0,0,0.0,0.0
152,commun,6460,0,0,0,0,0,0,0,0,0,0,0.0,0.0
153,gooooo,6434,0,0,0,0,0,0,0,0,0,0,0.0,0.0
154,rightt,6351,0,0,0,0,0,0,0,0,0,0,0.0,0.0
155,agains,6350,0,0,0,0,0,0,0,0,0,0,0.0,0.0
156,cameee,6324,0,0,0,0,0,0,0,0,0,0,0.0,0.0
157,sincee,6311,0,0,0,0,0,0,0,0,0,0,0.0,0.0
158,number,6269,0,0,0,0,0,0,0,0,0,0,0.0,0.0
159,experi,6264,0,0,0,0,0,0,0,0,0,0,0.0,0.0
160,takeee,6261,0,0,0,0,0,0,0,0,0,0,0.0,0.0
161,states,6218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
162,threee,6205,0,0,0,0,0,0,0,0,0,0,0.0,0.0
163,himsel,6192,0,0,0,0,0,0,0,0,0,0,0.0,0.0
164,useddd,6147,0,0,0,0,0,0,0,0,0,0,0.0,0.0
165,comple,6129,0,0,0,0,0,0,0,0,0,0,0.0,0.0
166,during,6059,0,0,0,0,0,0,0,0,0,0,0.0,0.0
167,useeee,6059,0,0,0,0,0,0,0,0,0,0,0.0,0.0
168,withou,6039,0,0,0,0,0,0,0,0,0,0,0.0,0.0
169,housee,6030,0,0,0,0,0,0,0,0,0,0,0.0,0.0
170,follow,6020,0,0,0,0,0,0,0,0,0,0,0.0,0.0
171,system,5992,0,0,0,0,0,0,0,0,0,0,0.0,0.0
172,intere,5961,0,0,0,0,0,0,0,0,0,0,0.0,0.0
173,fewwww,5951,0,0,0,0,0,0,0,0,0,0,0.0,0.0
174,possib,5869,0,0,0,0,0,0,0,0,0,0,0.0,0.0
175,public,5869,0,0,0,0,0,0,0,0,0,0,0.0,0.0
176,provid,5853,0,0,0,0,0,0,0,0,0,0,0.0,0.0
177,proble,5848,0,0,0,0,0,0,0,0,0,0,0.0,0.0
178,consid,5842,0,0,0,0,0,0,0,0,0,0,0.0,0.0
179,progra,5803,0,0,0,0,0,0,0,0,0,0,0.0,0.0
180,againn,5749,0,0,0,0,0,0,0,0,0,0,0.0,0.0
181,placee,5737,0,0,0,0,0,0,0,0,0,0,0.0,0.0
182,around,5710,0,0,0,0,0,0,0,0,0,0,0.0,0.0
183,contin,5655,0,0,0,0,0,0,0,0,0,0,0.0,0.0
184,homeee,5587,0,0,0,0,0,0,0,0,0,0,0.0,0.0
185,howeve,5566,0,0,0,0,0,0,0,0,0,0,0.0,0.0
186,smalll,5535,0,0,0,0,0,0,0,0,0,0,0.0,0.0
187,import,5515,0,0,0,0,0,0,0,0,0,0,0.0,0.0
188,foundd,5422,0,0,0,0,0,0,0,0,0,0,0.0,0.0
189,member,5417,0,0,0,0,0,0,0,0,0,0,0.0,0.0
190,increa,5408,0,0,0,0,0,0,0,0,0,0,0.0,0.0
191,effect,5330,0,0,0,0,0,0,0,0,0,0,0.0,0.0
192,course,5306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
193,partic,5244,0,0,0,0,0,0,0,0,0,0,0.0,0.0
194,wenttt,5157,0,0,0,0,0,0,0,0,0,0,0.0,0.0
195,questi,5120,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196,doesss,5075,0,0,0,0,0,0,0,0,0,0,0.0,0.0
197,countr,5066,0,0,0,0,0,0,0,0,0,0,0.0,0.0
198,highhh,5052,0,0,0,0,0,0,0,0,0,0,0.0,0.0
199,sayyyy,5048,0,0,0,0,0,0,0,0,0,0,0.0,0.0
200,everyy,5043,0,0,0,0,0,0,0,0,0,0,0.0,0.0
201,office,5034,0,0,0,0,0,0,0,0,0,0,0.0,0.0
202,uponnn,5007,0,0,0,0,0,0,0,0,0,0,0.0,0.0
203,onceee,5004,0,0,0,0,0,0,0,0,0,0,0.0,0.0
204,result,4999,0,0,0,0,0,0,0,0,0,0,0.0,0.0
205,parttt,4966,0,0,0,0,0,0,0,0,0,0,0.0,0.0
206,operat,4874,0,0,0,0,0,0,0,0,0,0,0.0,0.0
207,gotttt,4864,0,0,0,0,0,0,0,0,0,0,0.0,0.0
208,lefttt,4856,0,0,0,0,0,0,0,0,0,0,0.0,0.0
209,united,4855,0,0,0,0,0,0,0,0,0,0,0.0,0.0
210,certai,4844,0,0,0,0,0,0,0,0,0,0,0.0,0.0
211,relati,4833,0,0,0,0,0,0,0,0,0,0,0.0,0.0
212,requir,4800,0,0,0,0,0,0,0,0,0,0,0.0,0.0
213,reason,4755,0,0,0,0,0,0,0,0,0,0,0.0,0.0
214,become,4733,0,0,0,0,0,0,0,0,0,0,0.0,0.0
215,report,4730,0,0,0,0,0,0,0,0,0,0,0.0,0.0
216,change,4712,0,0,0,0,0,0,0,0,0,0,0.0,0.0
217,church,4700,0,0,0,0,0,0,0,0,0,0,0.0,0.0
218,servic,4696,0,0,0,0,0,0,0,0,0,0,0.0,0.0
219,awayyy,4696,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,always,4688,0,0,0,0,0,0,0,0,0,0,0.0,0.0
221,untill,4662,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,someth,4644,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,warrrr,4631,0,0,0,0,0,0,0,0,0,0,0.0,0.0
224,histor,4626,0,0,0,0,0,0,0,0,0,0,0.0,0.0
225,social,4610,0,0,0,0,0,0,0,0,0,0,0.0,0.0
226,presid,4587,0,0,0,0,0,0,0,0,0,0,0.0,0.0
227,facttt,4558,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,waterr,4545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
229,second,4544,0,0,0,0,0,0,0,0,0,0,0.0,0.0
230,toward,4486,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,lessss,4463,0,0,0,0,0,0,0,0,0,0,0.0,0.0
232,enough,4429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,busine,4425,0,0,0,0,0,0,0,0,0,0,0.0,0.0
234,putttt,4420,0,0,0,0,0,0,0,0,0,0,0.0,0.0
235,thinkk,4416,0,0,0,0,0,0,0,0,0,0,0.0,0.0
236,almost,4415,0,0,0,0,0,0,0,0,0,0,0.0,0.0
237,handdd,4396,0,0,0,0,0,0,0,0,0,0,0.0,0.0
238,concer,4360,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,nightt,4360,0,0,0,0,0,0,0,0,0,0,0.0,0.0
240,farrrr,4333,0,0,0,0,0,0,0,0,0,0,0.0,0.0
241,appear,4302,0,0,0,0,0,0,0,0,0,0,0.0,0.0
242,setttt,4300,0,0,0,0,0,0,0,0,0,0,0.0,0.0
243,includ,4292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
244,yetttt,4288,0,0,0,0,0,0,0,0,0,0,0.0,0.0
245,better,4286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
246,tookkk,4279,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,headdd,4258,0,0,0,0,0,0,0,0,0,0,0.0,0.0
248,nothin,4238,0,0,0,0,0,0,0,0,0,0,0.0,0.0
249,laterr,4184,0,0,0,0,0,0,0,0,0,0,0.0,0.0
250,goingg,4167,0,0,0,0,0,0,0,0,0,0,0.0,0.0
251,finddd,4135,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,compan,4133,0,0,0,0,0,0,0,0,0,0,0.0,0.0
253,tolddd,4132,0,0,0,0,0,0,0,0,0,0,0.0,0.0
254,endddd,4119,0,0,0,0,0,0,0,0,0,0,0.0,0.0
255,eyesss,4118,0,0,0,0,0,0,0,0,0,0,0.0,0.0
256,whyyyy,4086,0,0,0,0,0,0,0,0,0,0,0.0,0.0
257,knewww,4042,0,0,0,0,0,0,0,0,0,0,0.0,0.0
258,econom,4041,0,0,0,0,0,0,0,0,0,0,0.0,0.0
259,respon,4023,0,0,0,0,0,0,0,0,0,0,0.0,0.0
260,friend,4019,0,0,0,0,0,0,0,0,0,0,0.0,0.0
261,nexttt,4018,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,called,4018,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,giveee,4017,0,0,0,0,0,0,0,0,0,0,0.0,0.0
264,lookkk,3995,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,askedd,3986,0,0,0,0,0,0,0,0,0,0,0.0,0.0
266,sideee,3972,0,0,0,0,0,0,0,0,0,0,0.0,0.0
267,letttt,3961,0,0,0,0,0,0,0,0,0,0,0.0,0.0
268,roommm,3952,0,0,0,0,0,0,0,0,0,0,0.0,0.0
269,pointt,3952,0,0,0,0,0,0,0,0,0,0,0.0,0.0
270,positi,3946,0,0,0,0,0,0,0,0,0,0,0.0,0.0
271,cityyy,3941,0,0,0,0,0,0,0,0,0,0,0.0,0.0
272,groupp,3930,0,0,0,0,0,0,0,0,0,0,0.0,0.0
273,daysss,3902,0,0,0,0,0,0,0,0,0,0,0.0,0.0
274,univer,3882,0,0,0,0,0,0,0,0,0,0,0.0,0.0
275,faceee,3879,0,0,0,0,0,0,0,0,0,0,0.0,0.0
276,politi,3875,0,0,0,0,0,0,0,0,0,0,0.0,0.0
277,perrrr,3872,0,0,0,0,0,0,0,0,0,0,0.0,0.0
278,youngg,3824,0,0,0,0,0,0,0,0,0,0,0.0,0.0
279,matter,3815,0,0,0,0,0,0,0,0,0,0,0.0,0.0
280,things,3795,0,0,0,0,0,0,0,0,0,0,0.0,0.0
281,expect,3792,0,0,0,0,0,0,0,0,0,0,0.0,0.0
282,whitee,3784,0,0,0,0,0,0,0,0,0,0,0.0,0.0
283,formmm,3781,0,0,0,0,0,0,0,0,0,0,0.0,0.0
284,orderr,3779,0,0,0,0,0,0,0,0,0,0,0.0,0.0
285,looked,3775,0,0,0,0,0,0,0,0,0,0,0.0,0.0
286,caseee,3769,0,0,0,0,0,0,0,0,0,0,0.0,0.0
287,return,3761,0,0,0,0,0,0,0,0,0,0,0.0,0.0
288,inform,3754,0,0,0,0,0,0,0,0,0,0,0.0,0.0
289,givenn,3751,0,0,0,0,0,0,0,0,0,0,0.0,0.0
290,indivi,3747,0,0,0,0,0,0,0,0,0,0,0.0,0.0
291,within,3744,0,0,0,0,0,0,0,0,0,0,0.0,0.0
292,amongg,3743,0,0,0,0,0,0,0,0,0,0,0.0,0.0
293,largee,3740,0,0,0,0,0,0,0,0,0,0,0.0,0.0
294,indust,3735,0,0,0,0,0,0,0,0,0,0,0.0,0.0
295,oftenn,3734,0,0,0,0,0,0,0,0,0,0,0.0,0.0
296,proper,3734,0,0,0,0,0,0,0,0,0,0,0.0,0.0
297,unders,3729,0,0,0,0,0,0,0,0,0,0,0.0,0.0
298,contro,3728,0,0,0,0,0,0,0,0,0,0,0.0,0.0
299,johnnn,3709,0,0,0,0,0,0,0,0,0,0,0.0,0.0
300,earlyy,3705,0,0,0,0,0,0,0,0,0,0,0.0,0.0
301,sawwww,3699,0,0,0,0,0,0,0,0,0,0,0.0,0.0
302,fourrr,3698,0,0,0,0,0,0,0,0,0,0,0.0,0.0
303,rather,3694,0,0,0,0,0,0,0,0,0,0,0.0,0.0
304,severa,3694,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,childr,3691,0,0,0,0,0,0,0,0,0,0,0.0,0.0
306,felttt,3656,0,0,0,0,0,0,0,0,0,0,0.0,0.0
307,action,3655,0,0,0,0,0,0,0,0,0,0,0.0,0.0
308,bigggg,3642,0,0,0,0,0,0,0,0,0,0,0.0,0.0
309,alongg,3604,0,0,0,0,0,0,0,0,0,0,0.0,0.0
310,besttt,3593,0,0,0,0,0,0,0,0,0,0,0.0,0.0
311,leastt,3581,0,0,0,0,0,0,0,0,0,0,0.0,0.0
312,needdd,3580,0,0,0,0,0,0,0,0,0,0,0.0,0.0
313,period,3579,0,0,0,0,0,0,0,0,0,0,0.0,0.0
314,studen,3574,0,0,0,0,0,0,0,0,0,0,0.0,0.0
315,specia,3564,0,0,0,0,0,0,0,0,0,0,0.0,0.0
316,believ,3559,0,0,0,0,0,0,0,0,0,0,0.0,0.0
317,everrr,3543,0,0,0,0,0,0,0,0,0,0,0.0,0.0
318,necess,3527,0,0,0,0,0,0,0,0,0,0,0.0,0.0
319,powerr,3527,0,0,0,0,0,0,0,0,0,0,0.0,0.0
320,figure,3513,0,0,0,0,0,0,0,0,0,0,0.0,0.0
321,probab,3503,0,0,0,0,0,0,0,0,0,0,0.0,0.0
322,remain,3497,0,0,0,0,0,0,0,0,0,0,0.0,0.0
323,finall,3497,0,0,0,0,0,0,0,0,0,0,0.0,0.0
324,christ,3445,0,0,0,0,0,0,0,0,0,0,0.0,0.0
325,seemed,3442,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,educat,3429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
327,organi,3405,0,0,0,0,0,0,0,0,0,0,0.0,0.0
328,charac,3400,0,0,0,0,0,0,0,0,0,0,0.0,0.0
329,secret,3388,0,0,0,0,0,0,0,0,0,0,0.0,0.0
330,determ,3378,0,0,0,0,0,0,0,0,0,0,0.0,0.0
331,exampl,3376,0,0,0,0,0,0,0,0,0,0,0.0,0.0
332,design,3372,0,0,0,0,0,0,0,0,0,0,0.0,0.0
333,family,3362,0,0,0,0,0,0,0,0,0,0,0.0,0.0
334,minddd,3359,0,0,0,0,0,0,0,0,0,0,0.0,0.0
335,doneee,3349,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,althou,3343,0,0,0,0,0,0,0,0,0,0,0.0,0.0
337,wanttt,3337,0,0,0,0,0,0,0,0,0,0,0.0,0.0
338,areaaa,3328,0,0,0,0,0,0,0,0,0,0,0.0,0.0
339,wholee,3327,0,0,0,0,0,0,0,0,0,0,0.0,0.0
340,measur,3323,0,0,0,0,0,0,0,0,0,0,0.0,0.0
341,thingg,3322,0,0,0,0,0,0,0,0,0,0,0.0,0.0
342,opennn,3317,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,moment,3309,0,0,0,0,0,0,0,0,0,0,0.0,0.0
344,method,3309,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,street,3296,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,lightt,3292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,turned,3289,0,0,0,0,0,0,0,0,0,0,0.0,0.0
348,distri,3283,0,0,0,0,0,0,0,0,0,0,0.0,0.0
349,doorrr,3269,0,0,0,0,0,0,0,0,0,0,0.0,0.0
350,electr,3265,0,0,0,0,0,0,0,0,0,0,0.0,0.0
351,others,3260,0,0,0,0,0,0,0,0,0,0,0.0,0.0
352,condit,3258,0,0,0,0,0,0,0,0,0,0,0.0,0.0
353,contra,3248,0,0,0,0,0,0,0,0,0,0,0.0,0.0
354,colleg,3243,0,0,0,0,0,0,0,0,0,0,0.0,0.0
355,godddd,3237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
356,receiv,3232,0,0,0,0,0,0,0,0,0,0,0.0,0.0
357,record,3219,0,0,0,0,0,0,0,0,0,0,0.0,0.0
358,proces,3215,0,0,0,0,0,0,0,0,0,0,0.0,0.0
359,thusss,3207,0,0,0,0,0,0,0,0,0,0,0.0,0.0
360,indica,3202,0,0,0,0,0,0,0,0,0,0,0.0,0.0
361,itself,3172,0,0,0,0,0,0,0,0,0,0,0.0,0.0
362,practi,3169,0,0,0,0,0,0,0,0,0,0,0.0,0.0
363,begann,3169,0,0,0,0,0,0,0,0,0,0,0.0,0.0
364,object,3168,0,0,0,0,0,0,0,0,0,0,0.0,0.0
365,eviden,3155,0,0,0,0,0,0,0,0,0,0,0.0,0.0
366,spirit,3150,0,0,0,0,0,0,0,0,0,0,0.0,0.0
367,succes,3147,0,0,0,0,0,0,0,0,0,0,0.0,0.0
368,helppp,3146,0,0,0,0,0,0,0,0,0,0,0.0,0.0
369,sensee,3140,0,0,0,0,0,0,0,0,0,0,0.0,0.0
370,kinddd,3138,0,0,0,0,0,0,0,0,0,0,0.0,0.0
371,usuall,3134,0,0,0,0,0,0,0,0,0,0,0.0,0.0
372,perhap,3124,0,0,0,0,0,0,0,0,0,0,0.0,0.0
