,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
38,gozk,1981,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,lzbc,1821,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,jbil,1593,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,bvdk,1360,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,gbmn,1307,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,crqg,1106,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,vnvx,970,0,0,0,0,0,0,0,0,0,0,0.0,0.0
45,rmgs,877,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,yfeo,758,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,rxdg,675,0,0,0,0,0,0,0,0,0,0,0.0,0.0
48,vcnk,581,0,0,0,0,0,0,0,0,0,0,0.0,0.0
49,brdo,556,0,0,0,0,0,0,0,0,0,0,0.0,0.0
50,vjjp,475,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,xkps,386,0,0,0,0,0,0,0,0,0,0,0.0,0.0
52,ehbr,347,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53,kxyi,341,0,0,0,0,0,0,0,0,0,0,0.0,0.0
54,dfvy,271,0,0,0,0,0,0,0,0,0,0,0.0,0.0
55,ggzd,234,0,0,0,0,0,0,0,0,0,0,0.0,0.0
56,rkqh,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,qugo,166,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,urlq,153,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,skfa,148,0,0,0,0,0,0,0,0,0,0,0.0,0.0
60,dibq,120,0,0,0,0,0,0,0,0,0,0,0.0,0.0
61,vkse,117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
62,mnck,97,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,rtdh,78,0,0,0,0,0,0,0,0,0,0,0.0,0.0
64,tdia,56,0,0,0,0,0,0,0,0,0,0,0.0,0.0
65,sdtm,47,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66,epfe,43,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,btjh,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,basr,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0
69,zasc,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0
70,wbss,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0
71,goep,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,ajws,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0
73,sxbp,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74,rdnc,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0
75,celq,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,fuou,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77,ceta,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,aytt,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0
79,kcza,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0
80,fhuc,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,udez,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,nsli,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,szxx,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
84,jcrn,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85,eijh,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
86,puoo,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87,gutt,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
88,vezs,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
89,tgbd,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90,xprd,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
91,mvna,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
