,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
236,system,341,0,0,0,0,0,0,0,0,0,0,0.0,0.0
237,case,338,0,0,0,0,0,0,0,0,0,0,0.0,0.0
238,social,338,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,business,338,0,0,0,0,0,0,0,0,0,0,0.0,0.0
240,city,337,0,0,0,0,0,0,0,0,0,0,0.0,0.0
241,possible,334,0,0,0,0,0,0,0,0,0,0,0.0,0.0
242,given,334,0,0,0,0,0,0,0,0,0,0,0.0,0.0
243,several,332,0,0,0,0,0,0,0,0,0,0,0.0,0.0
244,present,332,0,0,0,0,0,0,0,0,0,0,0.0,0.0
245,point,331,0,0,0,0,0,0,0,0,0,0,0.0,0.0
246,felt,331,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,face,330,0,0,0,0,0,0,0,0,0,0,0.0,0.0
248,room,329,0,0,0,0,0,0,0,0,0,0,0.0,0.0
249,government,329,0,0,0,0,0,0,0,0,0,0,0.0,0.0
250,nothing,328,0,0,0,0,0,0,0,0,0,0,0.0,0.0
251,among,327,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,set,327,0,0,0,0,0,0,0,0,0,0,0.0,0.0
253,saw,326,0,0,0,0,0,0,0,0,0,0,0.0,0.0
254,national,325,0,0,0,0,0,0,0,0,0,0,0.0,0.0
255,side,325,0,0,0,0,0,0,0,0,0,0,0.0,0.0
256,rather,323,0,0,0,0,0,0,0,0,0,0,0.0,0.0
257,look,323,0,0,0,0,6565,0,0,0,0,0,656.5,2076.0352839
258,often,323,0,0,0,0,0,0,0,0,0,0,0.0,0.0
259,young,321,0,0,0,0,0,0,0,0,0,0,0.0,0.0
260,find,321,0,0,0,0,0,0,0,0,0,0,0.0,0.0
261,white,319,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,program,318,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,per,317,0,0,0,0,0,0,0,0,0,0,0.0,0.0
264,second,317,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,president,316,0,0,0,0,0,0,0,0,0,0,0.0,0.0
266,along,313,0,0,0,0,0,0,0,0,0,0,0.0,0.0
267,need,312,0,0,0,0,0,0,0,0,0,0,0.0,0.0
268,let,309,0,0,0,0,0,0,0,0,0,0,0.0,0.0
269,days,308,0,0,0,0,0,0,0,0,0,0,0.0,0.0
270,large,308,0,0,0,0,0,0,0,0,0,0,0.0,0.0
271,big,308,0,0,0,0,0,0,0,0,0,0,0.0,0.0
272,development,306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
273,john,303,0,0,0,0,0,0,0,0,0,0,0.0,0.0
274,four,302,0,0,5908,0,0,0,0,0,0,0,590.8,1868.27364163
275,important,302,0,0,0,0,0,0,0,0,0,0,0.0,0.0
276,within,301,0,0,0,0,0,0,0,0,0,0,0.0,0.0
277,certain,299,0,0,0,0,0,0,0,0,0,0,0.0,0.0
278,family,297,0,0,0,0,0,0,0,0,0,0,0.0,0.0
279,early,297,0,0,0,0,0,0,0,0,0,0,0.0,0.0
280,across,296,0,0,0,0,0,0,0,0,0,0,0.0,0.0
281,things,296,0,0,0,0,0,0,0,0,0,0,0.0,0.0
282,children,294,0,0,0,0,0,0,0,0,0,0,0.0,0.0
283,done,293,0,0,0,0,0,0,0,0,0,0,0.0,0.0
284,interest,292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
285,kind,290,0,0,0,0,0,0,0,0,0,0,0.0,0.0
286,others,290,0,0,0,0,0,0,0,0,0,0,0.0,0.0
287,means,288,0,0,0,0,0,0,0,0,0,0,0.0,0.0
288,',286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
289,members,286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
290,service,285,0,0,0,0,0,0,0,0,0,0,0.0,0.0
291,thing,285,0,0,0,0,0,0,0,0,0,0,0.0,0.0
292,ever,285,0,0,5252,0,0,0,0,0,0,0,525.2,1660.82822712
293,power,284,0,0,0,0,0,0,0,0,0,0,0.0,0.0
294,york,284,0,0,0,0,0,0,0,0,0,0,0.0,0.0
295,above,281,0,0,0,0,0,0,0,0,0,0,0.0,0.0
296,law,281,0,0,0,0,0,0,0,0,0,0,0.0,0.0
297,light,278,0,0,0,0,0,0,0,0,0,0,0.0,0.0
298,perhaps,275,0,0,0,0,0,0,0,0,0,0,0.0,0.0
299,best,275,0,0,0,0,0,0,0,0,0,0,0.0,0.0
300,become,274,0,0,0,0,0,0,0,0,0,0,0.0,0.0
301,thus,274,0,0,0,0,0,0,0,0,0,6565,656.5,2076.0352839
302,least,274,0,0,0,0,0,0,0,0,0,0,0.0,0.0
303,action,273,0,0,0,0,0,0,0,0,0,0,0.0,0.0
304,open,273,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,seemed,272,0,0,0,0,0,0,0,0,0,0,0.0,0.0
306,either,271,0,0,0,0,0,0,0,0,0,0,0.0,0.0
307,country,270,0,0,0,0,0,0,0,0,0,0,0.0,0.0
308,mind,268,0,0,0,0,0,0,0,0,0,0,0.0,0.0
309,information,267,0,0,0,0,0,0,0,0,0,0,0.0,0.0
310,whole,267,0,0,0,0,0,0,0,0,0,0,0.0,0.0
311,although,267,0,0,0,0,0,0,0,0,0,0,0.0,0.0
312,problem,266,0,0,0,0,0,0,0,0,0,0,0.0,0.0
313,human,266,0,0,0,0,0,0,0,0,0,0,0.0,0.0
314,line,265,0,0,0,0,0,0,0,0,0,0,0.0,0.0
315,themselves,265,0,0,0,0,0,0,0,0,0,0,0.0,0.0
316,example,263,0,0,0,0,0,0,0,0,0,0,0.0,0.0
317,god,262,0,0,0,0,0,0,0,0,0,0,0.0,0.0
318,local,261,0,0,0,0,0,0,0,0,0,0,0.0,0.0
319,sense,261,0,0,0,0,0,0,0,0,0,0,0.0,0.0
320,word,260,0,0,0,0,0,0,0,0,0,0,0.0,0.0
321,experience,259,0,0,0,0,0,0,0,0,0,0,0.0,0.0
322,five,259,0,0,0,0,15099,0,0,0,0,0,1509.9,4774.72303909
323,area,259,11817,0,0,0,0,0,0,0,0,0,1181.7,3736.86351102
324,turned,258,0,0,0,0,0,0,0,0,0,0,0.0,0.0
325,began,258,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,whether,257,0,0,0,0,0,0,0,0,0,0,0.0,0.0
327,itself,253,0,0,0,0,0,0,0,0,0,0,0.0,0.0
328,past,252,0,0,0,0,0,0,0,0,0,0,0.0,0.0
329,half,250,0,0,0,0,7878,0,0,0,0,0,787.8,2491.24234068
330,death,249,0,0,0,0,0,0,0,0,0,0,0.0,0.0
331,question,247,0,0,0,0,0,0,0,0,0,0,0.0,0.0
332,it's,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0
333,seen,245,0,0,0,0,0,0,0,11160,0,0,1116.0,3529.10186875
334,really,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0
335,different,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,door,244,0,0,6565,0,0,0,0,0,0,0,656.5,2076.0352839
337,times,242,0,0,0,0,0,0,0,0,0,0,0.0,0.0
338,week,242,0,0,9191,0,0,0,0,9191,0,0,1838.2,3875.26586328
339,field,242,0,0,0,0,0,0,0,0,0,0,0.0,0.0
340,hands,241,0,0,0,0,0,0,0,0,0,0,0.0,0.0
341,name,241,0,0,0,0,5252,0,0,0,0,0,525.2,1660.82822712
342,today,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,quite,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0
344,turn,239,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,already,239,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,help,238,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,became,238,0,0,0,0,0,0,0,0,0,0,0.0,0.0
348,act,237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
349,tell,237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
350,matter,237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
351,free,237,0,0,0,0,0,0,0,0,0,0,0.0,0.0
352,want,236,0,0,0,0,0,0,0,0,0,0,0.0,0.0
353,anything,235,0,0,0,0,0,0,0,0,0,0,0.0,0.0
354,i'm,234,0,0,0,0,0,0,0,0,0,0,0.0,0.0
355,history,234,0,0,0,0,0,0,0,0,0,0,0.0,0.0
356,problems,234,0,0,0,0,0,0,0,0,0,0,0.0,0.0
357,seems,233,0,0,0,0,0,0,0,0,0,0,0.0,0.0
358,having,232,0,0,0,0,0,0,0,0,0,0,0.0,0.0
359,3,232,0,0,0,0,0,0,0,0,0,0,0.0,0.0
360,gave,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0
361,company,228,0,0,0,0,0,0,0,0,0,0,0.0,0.0
362,am,228,0,0,0,0,0,0,0,0,0,0,0.0,0.0
363,car,228,0,0,0,0,0,0,0,0,0,0,0.0,0.0
364,known,228,0,0,0,0,0,0,0,0,0,0,0.0,0.0
365,ago,228,0,0,0,0,0,0,0,0,0,0,0.0,0.0
366,making,227,0,0,0,0,0,0,0,0,0,0,0.0,0.0
367,music,226,0,0,0,0,0,0,0,0,0,0,0.0,0.0
368,cannot,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0
369,court,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0
370,together,223,0,0,0,0,0,0,0,0,0,0,0.0,0.0
371,moment,223,0,0,0,0,0,0,0,0,0,0,0.0,0.0
372,body,223,0,0,0,0,0,0,0,0,0,0,0.0,0.0
373,feet,222,0,0,0,0,0,0,0,0,0,0,0.0,0.0
374,boy,221,0,0,0,0,0,0,0,0,0,0,0.0,0.0
375,available,221,0,0,0,0,0,0,0,0,0,0,0.0,0.0
376,keep,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
377,air,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
378,taken,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
379,miss,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0
380,real,219,5252,0,0,0,0,0,0,0,0,0,525.2,1660.82822712
381,college,219,0,0,0,0,0,0,0,0,0,0,0.0,0.0
382,held,218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
383,whose,218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
384,federal,218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
385,political,218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
386,south,218,0,0,0,0,0,0,0,0,0,0,0.0,0.0
387,change,217,0,0,0,0,0,0,0,0,0,0,0.0,0.0
388,force,217,0,0,0,0,0,0,0,0,0,0,0.0,0.0
389,sure,216,0,0,0,0,0,0,0,0,0,0,0.0,0.0
390,major,216,0,0,0,0,0,0,0,0,0,0,0.0,0.0
391,office,216,0,0,0,0,0,0,0,0,0,0,0.0,0.0
