,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
40,would,2740,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,him,2732,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,been,2554,0,0,0,0,0,0,0,0,5252,0,525.2,1660.82822712
43,has,2465,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,when,2353,0,0,7878,0,0,0,0,0,0,0,787.8,2491.24234068
45,who,2346,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,will,2329,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,more,2262,0,0,0,7221,0,0,0,10504,0,0,1772.5,3816.03771382
48,if,2252,0,0,0,0,0,0,0,0,0,0,0.0,0.0
49,no,2182,0,0,0,0,0,0,0,0,0,0,0.0,0.0
50,out,2103,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,so,1997,0,0,0,0,0,0,0,0,0,0,0.0,0.0
52,said,1994,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53,up,1887,0,0,0,0,0,0,0,0,0,0,0.0,0.0
54,its,1875,0,0,0,0,0,0,0,0,0,0,0.0,0.0
55,into,1858,0,0,0,5252,0,7878,0,0,0,0,1313.0,2836.404179
56,about,1852,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,what,1844,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,can,1810,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,only,1807,0,0,8534,0,0,15756,0,0,6565,0,3085.5,5466.83754306
60,them,1806,0,0,11160,0,13786,0,0,7221,0,5252,3741.9,5315.67477581
61,than,1806,0,0,0,0,5908,0,14443,0,0,0,2035.1,4738.59323827
62,other,1735,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,new,1679,0,0,0,0,0,0,0,0,0,0,0.0,0.0
64,some,1651,0,0,0,0,7878,22321,0,0,0,0,3019.9,7219.51033196
65,time,1625,5252,0,0,0,0,0,0,12473,0,0,1772.5,4106.11563538
66,could,1591,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,these,1525,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,then,1454,0,0,0,11817,0,0,0,9191,5908,0,2691.6,4553.06158779
69,two,1449,0,0,0,0,0,0,0,0,0,0,0.0,0.0
70,do,1397,0,0,0,0,0,0,0,0,0,0,0.0,0.0
71,first,1393,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,any,1384,0,0,0,0,0,0,0,0,0,0,0.0,0.0
73,may,1383,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74,my,1380,0,0,0,0,0,0,0,0,0,0,0.0,0.0
75,now,1368,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,over,1356,0,0,0,0,8534,0,0,0,0,0,853.4,2698.68775519
77,such,1322,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,like,1290,0,0,0,0,0,0,0,0,0,0,0.0,0.0
79,our,1287,0,0,0,0,0,0,0,0,0,0,0.0,0.0
80,man,1186,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,me,1168,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,even,1160,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,most,1157,0,0,6565,0,0,0,0,0,11817,0,1838.2,4068.18170686
84,made,1153,9191,0,0,0,0,0,0,0,0,0,919.1,2906.44939746
85,also,1142,0,0,0,0,0,0,0,0,0,0,0.0,0.0
86,after,1085,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87,did,1068,0,0,0,0,0,0,0,0,0,0,0.0,0.0
88,before,1065,0,0,0,0,0,0,0,0,0,0,0.0,0.0
89,back,1053,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90,through,1042,0,0,0,0,0,0,0,0,0,0,0.0,0.0
91,your,1009,0,0,0,0,0,0,0,0,0,0,0.0,0.0
92,must,1008,0,0,0,0,0,0,0,0,0,0,0.0,0.0
93,many,989,0,0,0,0,0,0,0,0,0,0,0.0,0.0
94,af,987,0,0,0,0,0,0,0,0,0,0,0.0,0.0
95,much,982,0,0,0,0,0,0,0,0,9191,0,919.1,2906.44939746
96,years,975,0,0,0,0,0,0,0,0,0,0,0.0,0.0
97,because,962,0,0,0,0,0,0,0,0,0,0,0.0,0.0
98,should,958,0,0,0,0,0,0,0,0,0,0,0.0,0.0
99,where,909,0,0,0,0,0,0,0,0,0,0,0.0,0.0
100,way,907,0,0,0,0,0,0,0,0,0,0,0.0,0.0
101,just,904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
102,those,902,0,0,0,0,0,0,0,0,0,0,0.0,0.0
103,little,902,0,0,0,0,0,0,0,0,0,0,0.0,0.0
104,each,885,0,0,0,0,0,0,0,0,0,0,0.0,0.0
105,down,879,8534,0,0,0,0,0,0,0,0,0,853.4,2698.68775519
106,state,865,0,0,0,0,0,0,0,0,0,0,0.0,0.0
107,how,863,0,0,0,0,0,0,0,0,0,0,0.0,0.0
108,good,857,0,0,0,0,0,0,0,0,0,0,0.0,0.0
109,people,850,0,0,0,0,0,0,0,0,0,0,0.0,0.0
110,well,835,0,0,0,0,0,0,0,0,0,0,0.0,0.0
111,world,833,0,0,0,0,0,0,0,0,0,0,0.0,0.0
112,make,830,0,0,0,0,0,0,0,0,0,0,0.0,0.0
113,very,815,0,0,0,0,0,0,0,0,0,0,0.0,0.0
114,too,812,0,0,0,0,0,0,0,0,0,0,0.0,0.0
115,own,802,0,0,0,0,0,0,0,0,0,0,0.0,0.0
116,men,797,0,0,0,0,0,0,0,0,0,0,0.0,0.0
117,see,781,0,0,0,0,0,0,0,0,0,0,0.0,0.0
118,still,768,0,0,0,0,0,0,0,0,0,0,0.0,0.0
119,between,756,0,0,0,0,0,0,0,0,0,0,0.0,0.0
120,long,752,0,0,0,0,0,0,0,0,0,0,0.0,0.0
121,both,747,0,0,0,0,0,0,0,0,0,8534,853.4,2698.68775519
122,being,746,0,0,0,0,0,0,0,0,0,0,0.0,0.0
123,work,746,0,0,0,0,0,0,0,0,7221,0,722.1,2283.48069841
124,here,741,0,6565,5908,0,0,0,0,15099,0,21665,4923.7,7695.07416829
125,get,727,0,0,0,0,0,0,0,0,0,0,0.0,0.0
126,while,723,0,0,0,0,0,0,0,0,0,0,0.0,0.0
127,last,722,0,0,0,0,0,0,0,9191,0,0,919.1,2906.44939746
128,never,715,0,0,0,0,0,0,0,0,0,0,0.0,0.0
129,under,715,0,0,0,0,0,0,0,0,0,0,0.0,0.0
130,life,702,0,0,0,0,0,0,0,0,0,0,0.0,0.0
131,day,701,0,0,0,0,0,0,0,0,0,0,0.0,0.0
132,old,698,0,0,0,0,0,0,0,0,0,0,0.0,0.0
133,might,693,0,0,0,0,0,0,0,0,0,0,0.0,0.0
134,great,693,0,0,0,0,0,0,0,0,0,0,0.0,0.0
135,us,683,0,0,0,0,0,0,0,0,0,0,0.0,0.0
136,same,680,0,0,0,0,0,0,0,0,0,0,0.0,0.0
137,know,674,0,0,0,6565,0,0,0,0,0,0,656.5,2076.0352839
138,year,672,0,0,0,0,0,0,0,0,0,0,0.0,0.0
139,another,654,0,0,0,0,0,0,0,0,0,0,0.0,0.0
140,off,645,0,0,0,0,0,0,0,0,0,0,0.0,0.0
141,since,639,0,0,0,0,0,0,0,0,0,0,0.0,0.0
142,three,639,0,0,0,0,0,0,0,0,0,0,0.0,0.0
143,states,629,0,0,0,0,0,0,0,0,0,0,0.0,0.0
144,place,629,0,0,0,0,0,0,0,0,0,0,0.0,0.0
145,himself,628,0,0,0,0,0,0,0,0,0,0,0.0,0.0
146,right,622,0,0,0,0,0,0,0,0,0,0,0.0,0.0
147,home,621,0,0,0,0,0,0,0,0,0,0,0.0,0.0
148,came,615,0,0,0,0,0,0,0,0,0,0,0.0,0.0
149,against,615,0,0,0,0,0,0,0,0,0,0,0.0,0.0
150,used,611,0,0,0,0,0,0,0,0,0,0,0.0,0.0
151,come,608,8534,0,0,0,0,0,0,0,0,0,853.4,2698.68775519
152,go,599,0,0,0,0,0,0,0,0,0,0,0.0,0.0
153,during,597,0,0,0,0,0,0,0,0,0,0,0.0,0.0
154,use,597,0,0,0,0,0,0,0,0,0,0,0.0,0.0
155,american,594,0,0,0,0,0,0,0,0,0,0,0.0,0.0
156,without,591,0,0,0,0,0,0,0,0,0,0,0.0,0.0
157,again,590,0,0,0,0,0,0,0,0,0,0,0.0,0.0
158,take,589,0,0,0,5252,0,0,0,0,0,0,525.2,1660.82822712
159,around,587,0,0,0,0,0,0,0,0,0,0,0.0,0.0
160,house,579,0,0,0,0,0,0,0,0,0,0,0.0,0.0
161,few,572,0,0,0,0,0,0,0,0,0,0,0.0,0.0
162,part,561,0,0,0,0,0,0,0,0,0,0,0.0,0.0
163,found,550,0,0,0,0,0,0,0,0,0,0,0.0,0.0
164,small,543,0,0,0,0,0,0,0,0,0,0,0.0,0.0
165,however,536,0,0,0,0,0,0,0,0,0,0,0.0,0.0
166,left,519,0,0,0,0,0,0,0,0,0,0,0.0,0.0
167,went,515,0,0,0,0,7878,0,6565,5252,0,0,1969.5,3231.03544635
168,thought,512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
169,got,511,0,0,0,0,0,0,0,0,0,0,0.0,0.0
170,does,505,0,0,0,0,0,0,0,0,0,0,0.0,0.0
171,say,502,0,0,0,0,0,0,0,0,0,0,0.0,0.0
172,high,500,10504,0,0,0,11817,7878,0,0,0,0,3019.9,4953.56694043
173,once,496,0,11160,0,0,10504,14443,0,0,5252,13786,5514.5,6298.32484343
174,general,494,0,0,0,0,0,0,0,0,0,0,0.0,0.0
175,united,486,0,0,0,0,0,0,0,0,0,0,0.0,0.0
176,fact,486,0,0,0,0,0,0,10504,0,0,0,1050.4,3321.65645424
177,course,486,0,0,0,0,0,0,0,0,0,0,0.0,0.0
178,school,484,0,0,0,0,0,0,0,0,0,0,0.0,0.0
179,every,484,0,0,0,0,0,0,0,0,0,0,0.0,0.0
180,though,475,0,0,0,0,0,0,0,0,0,0,0.0,0.0
181,war,471,0,0,0,0,0,0,0,0,0,0,0.0,0.0
182,away,470,0,0,0,0,0,0,0,0,0,0,0.0,0.0
183,something,463,0,0,0,0,0,0,0,0,0,0,0.0,0.0
184,number,463,0,0,0,0,0,0,0,0,0,0,0.0,0.0
185,upon,456,0,0,0,0,0,0,0,0,0,0,0.0,0.0
186,took,455,0,0,0,0,0,5908,0,0,0,0,590.8,1868.27364163
187,until,455,0,0,0,0,0,0,0,0,0,0,0.0,0.0
188,nothing,453,0,0,0,0,0,0,0,0,0,0,0.0,0.0
189,always,452,0,0,0,0,0,0,0,0,0,0,0.0,0.0
190,yet,448,0,0,0,0,0,0,0,0,0,0,0.0,0.0
191,think,446,0,0,0,0,0,0,0,0,0,0,0.0,0.0
192,hand,443,0,0,0,0,0,0,0,0,0,0,0.0,0.0
193,less,442,0,0,0,0,9191,0,0,0,0,0,919.1,2906.44939746
194,public,439,0,0,0,0,0,0,0,0,0,0,0.0,0.0
195,water,439,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196,far,439,0,0,0,0,0,0,0,0,0,0,0.0,0.0
197,head,438,0,0,0,0,0,7221,0,0,0,0,722.1,2283.48069841
198,enough,436,0,0,0,0,0,0,0,0,0,0,0.0,0.0
199,almost,431,0,0,0,0,0,0,0,0,0,0,0.0,0.0
200,put,428,0,0,0,0,0,0,0,0,0,0,0.0,0.0
201,social,426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
202,called,426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
203,days,420,0,0,0,0,0,0,0,0,0,0,0.0,0.0
204,set,420,0,0,0,0,0,0,0,0,0,0,0.0,0.0
205,side,419,0,0,0,7221,0,0,0,0,0,0,722.1,2283.48069841
206,why,414,0,0,0,0,0,0,0,0,0,0,0.0,0.0
207,knew,414,0,0,0,0,0,0,0,0,0,0,0.0,0.0
208,possible,412,0,0,0,0,0,0,0,0,0,0,0.0,0.0
209,asked,412,0,0,0,0,0,0,0,0,0,0,0.0,0.0
210,told,409,0,0,0,16412,0,0,0,0,16412,0,3282.4,6919.90679449
211,later,408,0,0,0,0,0,0,0,0,0,0,0.0,0.0
212,among,407,0,0,0,0,0,0,0,0,0,0,0.0,0.0
213,next,403,0,0,0,0,0,0,0,0,0,0,0.0,0.0
214,look,403,0,0,0,0,0,0,0,0,0,0,0.0,0.0
215,system,402,0,0,0,0,0,0,0,0,0,0,0.0,0.0
216,government,401,0,0,0,0,0,0,0,0,0,0,0.0,0.0
217,end,400,0,0,0,0,0,0,0,0,0,0,0.0,0.0
218,city,400,0,0,0,0,0,0,0,0,0,0,0.0,0.0
219,eyes,399,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,group,398,0,0,0,0,0,0,0,0,0,0,0.0,0.0
221,night,397,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,young,396,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,toward,395,0,0,0,0,0,0,0,0,0,0,0.0,0.0
224,looked,392,0,0,0,0,0,0,0,0,0,0,0.0,0.0
225,business,389,0,0,0,0,0,0,0,0,0,0,0.0,0.0
226,better,389,0,0,0,0,0,0,0,0,0,0,0.0,0.0
227,rather,388,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,going,388,0,0,0,0,0,0,0,0,0,0,0.0,0.0
229,form,385,0,0,0,0,11160,0,0,0,9191,13130,3348.1,5470.31631119
230,important,385,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,second,385,0,0,0,0,0,0,0,0,0,0,0.0,0.0
232,find,385,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,point,385,0,0,0,0,0,0,0,0,0,0,0.0,0.0
234,early,383,0,0,0,0,0,0,0,0,0,0,0.0,0.0
235,given,380,0,0,0,0,0,0,0,0,0,0,0.0,0.0
236,often,380,0,0,0,0,0,0,0,0,0,0,0.0,0.0
237,john,379,0,0,0,0,0,0,0,0,0,0,0.0,0.0
238,felt,378,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,president,377,0,0,0,0,0,0,0,0,0,0,0.0,0.0
240,room,376,0,0,0,0,0,0,0,0,0,0,0.0,0.0
241,four,376,0,0,0,0,0,0,9847,0,0,0,984.7,3113.89481197
242,program,375,0,0,0,0,0,0,0,0,0,0,0.0,0.0
243,least,375,0,0,0,0,0,0,0,0,0,0,0.0,0.0
244,along,375,0,0,0,0,0,0,0,0,0,0,0.0,0.0
245,several,373,0,0,0,0,0,0,0,0,0,0,0.0,0.0
246,per,371,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,present,370,0,0,0,0,0,0,0,0,0,0,0.0,0.0
248,face,368,0,0,0,0,0,0,12473,0,0,0,1247.3,3944.30892553
249,case,365,0,0,0,0,0,0,0,0,0,0,0.0,0.0
250,power,365,0,0,0,0,0,0,0,0,0,0,0.0,0.0
251,large,361,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,big,360,0,0,0,0,0,0,0,0,0,0,0.0,0.0
253,service,359,0,0,0,0,0,0,0,0,0,0,0.0,0.0
254,give,357,0,0,0,0,0,0,0,0,0,0,0.0,0.0
255,country,357,0,0,0,0,0,0,0,0,0,0,0.0,0.0
256,church,354,0,0,0,0,0,0,0,0,0,0,0.0,0.0
257,within,354,0,0,0,0,0,0,0,0,0,0,0.0,0.0
258,best,353,0,0,0,0,0,0,0,0,0,0,0.0,0.0
259,white,353,0,0,0,0,0,0,0,0,0,0,0.0,0.0
260,family,352,0,0,0,0,0,0,0,0,0,0,0.0,0.0
261,things,352,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,others,351,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,become,349,0,0,0,0,0,0,0,0,0,0,0.0,0.0
264,order,348,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,ever,346,0,5252,0,0,0,0,0,9191,0,0,1444.3,3183.25410198
266,thing,345,0,0,0,0,0,0,0,0,0,0,0.0,0.0
267,need,345,0,0,0,0,0,0,0,0,0,0,0.0,0.0
268,turned,344,0,0,0,0,0,0,0,0,0,0,0.0,0.0
269,perhaps,344,0,0,0,0,0,0,0,0,0,0,0.0,0.0
270,interest,343,0,0,0,0,0,0,0,0,0,0,0.0,0.0
271,let,343,0,0,0,0,0,0,0,0,0,0,0.0,0.0
272,national,342,0,0,0,0,0,0,0,0,0,0,0.0,0.0
273,open,341,0,0,0,0,0,0,0,0,0,0,0.0,0.0
274,means,333,0,0,0,0,0,0,0,0,0,0,0.0,0.0
275,area,333,0,0,0,0,0,0,0,0,0,0,0.0,0.0
276,thus,332,0,0,0,0,0,0,0,0,0,0,0.0,0.0
277,mind,332,0,0,0,0,0,0,0,0,0,0,0.0,0.0
278,saw,332,0,0,0,0,0,0,0,0,0,0,0.0,0.0
279,help,330,0,0,0,0,0,0,0,0,0,0,0.0,0.0
280,light,328,0,0,0,0,0,0,0,0,0,0,0.0,0.0
281,although,326,0,0,0,0,0,0,0,0,0,0,0.0,0.0
282,began,324,0,0,0,0,0,0,0,0,0,0,0.0,0.0
283,development,321,0,0,0,0,0,0,0,0,0,0,0.0,0.0
284,name,320,0,0,0,0,0,0,0,0,0,0,0.0,0.0
285,children,320,0,0,0,0,0,0,0,0,0,0,0.0,0.0
286,example,319,0,0,0,0,0,0,0,0,0,0,0.0,0.0
287,god,317,0,0,0,0,0,0,0,0,0,0,0.0,0.0
288,period,315,0,0,0,0,0,0,0,0,0,0,0.0,0.0
289,york,315,0,0,0,0,0,0,0,0,0,0,0.0,0.0
290,keep,313,0,0,0,0,0,0,0,0,0,0,0.0,0.0
291,matter,313,0,0,0,0,0,0,0,0,0,0,0.0,0.0
292,certain,313,0,0,0,0,0,0,0,0,0,0,0.0,0.0
293,door,312,13786,0,0,0,0,0,0,0,0,0,1378.6,4359.51598231
294,times,311,0,0,0,0,0,0,0,0,0,0,0.0,0.0
295,kind,310,0,0,0,0,0,0,0,0,0,0,0.0,0.0
296,action,309,0,0,0,0,0,0,0,0,0,0,0.0,0.0
297,different,308,0,0,0,0,0,0,0,0,0,0,0.0,0.0
298,seemed,307,0,0,0,0,0,0,0,0,0,0,0.0,0.0
299,itself,306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
300,car,306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
301,members,306,0,0,0,0,0,0,0,0,0,0,0.0,0.0
302,past,304,0,0,0,0,0,0,0,0,0,0,0.0,0.0
303,sense,304,0,0,0,0,0,0,0,0,0,0,0.0,0.0
304,done,304,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,line,303,0,0,0,0,9191,0,0,0,0,0,919.1,2906.44939746
306,themselves,303,0,0,0,0,0,0,0,0,0,0,0.0,0.0
307,either,302,0,0,0,0,0,0,0,0,0,0,0.0,0.0
308,problem,301,0,0,0,0,0,0,0,0,0,0,0.0,0.0
309,today,298,0,0,0,0,0,0,0,0,0,0,0.0,0.0
310,office,297,0,0,0,0,0,0,0,0,0,0,0.0,0.0
311,above,296,0,0,0,0,0,0,0,0,0,0,0.0,0.0
312,local,295,0,0,0,0,0,0,0,0,0,0,0.0,0.0
313,human,295,0,0,0,0,0,0,0,0,0,0,0.0,0.0
314,show,294,0,0,0,0,0,0,0,0,0,0,0.0,0.0
315,experience,293,0,0,0,0,0,0,0,0,0,0,0.0,0.0
316,having,293,0,0,0,0,0,0,0,0,0,0,0.0,0.0
317,law,293,0,0,0,0,0,0,0,0,0,0,0.0,0.0
318,company,292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
319,gave,291,0,0,0,0,0,0,0,0,0,0,0.0,0.0
320,whole,291,0,0,0,0,0,0,0,0,0,0,0.0,0.0
321,anything,291,0,0,0,0,0,0,0,0,0,0,0.0,0.0
322,five,289,0,0,0,5252,0,0,0,0,0,0,525.2,1660.82822712
323,together,286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
324,whether,286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
325,quite,286,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,job,285,0,0,0,0,0,0,0,0,0,0,0.0,0.0
327,money,285,0,0,0,0,0,0,0,0,0,0,0.0,0.0
328,week,283,0,0,0,0,0,0,0,0,0,0,0.0,0.0
329,change,283,0,0,0,0,0,0,0,0,0,0,0.0,0.0
330,tell,283,0,0,0,0,0,0,0,0,0,0,0.0,0.0
331,seen,283,0,0,0,0,0,0,0,0,0,0,0.0,0.0
332,free,283,9191,0,0,0,0,0,0,0,0,0,919.1,2906.44939746
333,information,282,0,0,0,0,0,0,0,0,0,0,0.0,0.0
334,history,281,0,0,0,0,0,0,0,0,0,0,0.0,0.0
335,feet,281,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,body,281,0,0,0,0,9191,0,0,0,0,0,919.1,2906.44939746
337,field,280,0,0,0,0,0,0,0,0,0,0,0.0,0.0
338,really,280,0,0,0,0,0,0,0,0,0,0,0.0,0.0
339,want,279,0,0,0,0,0,0,0,0,0,0,0.0,0.0
340,death,278,0,0,0,0,0,0,0,0,0,0,0.0,0.0
341,taken,278,0,0,0,0,0,0,0,0,0,0,0.0,0.0
342,making,275,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,hands,271,0,0,0,0,0,0,0,0,0,0,0.0,0.0
344,college,271,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,act,270,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,became,269,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,heard,268,0,0,0,0,0,0,0,0,0,0,0.0,0.0
348,probably,267,0,0,0,0,0,0,0,0,0,0,0.0,0.0
349,special,266,0,0,0,0,0,0,0,0,0,0,0.0,0.0
350,across,265,0,0,0,0,0,0,0,0,0,0,0.0,0.0
351,political,265,0,0,0,0,0,0,0,0,0,0,0.0,0.0
352,available,264,0,0,0,0,0,0,0,0,0,0,0.0,0.0
353,half,264,0,0,0,0,0,0,0,0,0,0,0.0,0.0
354,reason,264,0,0,0,0,0,0,0,0,0,0,0.0,0.0
355,whose,264,0,0,0,0,0,0,0,0,0,0,0.0,0.0
356,word,264,0,0,0,0,0,0,0,0,7878,0,787.8,2491.24234068
357,following,262,0,0,0,0,0,0,0,0,0,0,0.0,0.0
358,moment,262,0,0,0,0,0,0,0,0,0,0,0.0,0.0
359,federal,262,0,0,0,0,0,0,0,0,0,0,0.0,0.0
360,behind,261,0,0,0,0,0,0,0,0,0,0,0.0,0.0
361,wife,257,0,0,0,0,0,0,0,0,0,0,0.0,0.0
362,already,256,0,0,0,0,0,0,0,0,0,0,0.0,0.0
363,brought,256,0,0,0,0,0,0,0,0,0,0,0.0,0.0
364,study,256,0,0,0,0,0,0,0,0,0,0,0.0,0.0
365,sure,255,5252,0,0,0,0,0,0,0,0,0,525.2,1660.82822712
366,areas,254,0,0,0,0,0,0,0,0,0,0,0.0,0.0
367,problems,254,0,0,0,0,0,0,0,0,0,0,0.0,0.0
368,west,253,0,0,0,0,0,0,0,0,0,0,0.0,0.0
369,real,253,12473,0,11817,10504,0,0,0,0,0,0,3479.4,5622.26714255
370,south,253,0,0,0,0,0,0,0,0,0,0,0.0,0.0
371,question,252,0,0,0,0,0,0,0,0,0,0,0.0,0.0
372,shall,252,0,0,0,0,0,0,0,0,0,0,0.0,0.0
373,held,252,0,0,0,8534,0,0,0,0,0,0,853.4,2698.68775519
374,am,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0
375,result,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0
376,necessary,249,0,0,0,0,0,0,0,0,0,0,0.0,0.0
377,individual,247,0,0,0,0,0,0,0,0,0,0,0.0,0.0
378,position,247,0,0,0,0,0,0,0,0,0,0,0.0,0.0
379,words,247,0,0,0,0,0,0,0,0,0,0,0.0,0.0
380,miss,246,0,0,0,0,0,0,5908,0,0,0,590.8,1868.27364163
381,department,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0
382,close,244,0,0,0,0,0,0,0,0,0,0,0.0,0.0
383,society,244,0,0,0,0,0,0,0,0,0,0,0.0,0.0
384,true,243,0,0,0,0,0,0,0,0,7221,0,722.1,2283.48069841
385,economic,241,0,0,0,0,0,0,0,0,0,0,0.0,0.0
386,major,241,0,0,0,0,0,0,0,0,0,0,0.0,0.0
387,community,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0
388,therefore,238,0,0,0,0,0,0,0,0,0,0,0.0,0.0
389,cannot,238,0,0,0,0,0,0,0,0,0,0,0.0,0.0
