,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
30,hlrz,4525,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31,wdih,3978,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,rjaj,3627,0,0,0,0,0,0,0,0,0,0,0.0,0.0
33,hdox,3187,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34,eutb,2813,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,ugdg,2503,0,0,0,0,0,0,0,0,0,0,0.0,0.0
36,lzkq,2357,0,0,0,0,0,0,0,0,0,0,0.0,0.0
37,pqkb,1958,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,laok,1851,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,phwr,1613,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,qpjg,1385,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,xler,1205,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,nszp,1061,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,nqby,994,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,ofwd,809,0,0,0,0,0,0,0,0,0,0,0.0,0.0
45,axzz,717,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,mdmu,647,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,zyve,576,0,0,0,0,0,0,0,0,0,0,0.0,0.0
48,leth,522,0,0,0,0,0,0,0,0,0,0,0.0,0.0
49,zqvh,439,0,0,0,0,0,0,0,0,0,0,0.0,0.0
50,pzap,374,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,idug,328,0,0,0,0,0,0,0,0,0,0,0.0,0.0
52,cnop,301,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53,iwiz,296,0,0,0,0,0,0,0,0,0,0,0.0,0.0
54,fvel,211,0,0,0,0,0,0,0,0,0,0,0.0,0.0
55,iyds,195,0,0,0,0,0,0,0,0,0,0,0.0,0.0
56,aoim,173,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,azrf,132,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,yuzc,128,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,pwfx,110,0,0,0,0,0,0,0,0,0,0,0.0,0.0
60,mzbx,107,0,0,0,0,0,0,0,0,0,0,0.0,0.0
61,prnd,80,0,0,0,0,0,0,0,0,0,0,0.0,0.0
62,wjfm,74,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,rbne,58,0,0,0,0,0,0,0,0,0,0,0.0,0.0
64,nvtk,51,0,0,0,0,0,0,0,0,0,0,0.0,0.0
65,pjfx,44,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66,gdpj,41,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,zlpp,34,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,vdli,34,0,0,0,0,0,0,0,0,0,0,0.0,0.0
69,zmpw,25,0,0,0,0,0,0,0,0,0,0,0.0,0.0
70,euwm,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0
71,qeon,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,zmkd,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0
73,dntb,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74,klhw,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0
75,rjlb,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,xggp,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77,rzeu,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,yqly,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0
79,djlb,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
80,ntei,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,wduj,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,zvtb,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,tmcq,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
84,wzji,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85,zaqr,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
86,pbsy,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87,dekq,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
88,szhs,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
89,efna,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90,wsfh,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
91,gqsv,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
92,fjbf,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
